"array_element_name","is_control","locus","description"
"245980_at","no","AT5G13140","Pollen Ole e 1 allergen and extensin family protein"
"245981_at","no","AT5G13100","unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."
"245982_at","no","AT5G13170","senescence-associated gene 29"
"245983_at","no","AT5G13050","5-formyltetrahydrofolate cycloligase"
"245984_at","no","AT5G13090","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G24270.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"245985_at","no","AT5G13120","cyclophilin 20-2"
"245986_at","no","AT5G13160","Protein kinase superfamily protein"
"245987_at","no","AT5G13180","NAC domain containing protein 83"
"245988_at","no","AT5G20610","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G26160.1); Has 918 Blast hits to 759 proteins in 180 species: Archae - 6; Bacteria - 105; Metazoa - 264; Fungi - 89; Plants - 167; Viruses - 5; Other Eukaryotes - 282 (source: NCBI BLink)."
"245989_s_at","no","AT5G20620","ubiquitin 4"
"245990_at","no","AT5G20640","Protein of unknown function (DUF567)"
"245991_at","no","AT5G20660","Zn-dependent exopeptidases superfamily protein"
"245992_at","no","AT5G20690","Leucine-rich repeat protein kinase family protein"
"245993_at","no","AT5G20700","Protein of unknown function (DUF581)"
"245994_at","no","AT5G20760","transposable element gene"
"245995_at","no","AT5G20770","transposable element gene"
"245996_at","no","AT5G20800","transposable element gene"
"245997_at","no","AT5G20810","SAUR-like auxin-responsive protein family "
"245998_at","no","AT5G20830","sucrose synthase 1"
"245999_at","no","AT5G20650","copper transporter 5"
"246000_at","no","AT5G20820","SAUR-like auxin-responsive protein family "
"246001_at","no","AT5G20790","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43110.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"246002_at","no","AT5G20740","Plant invertase/pectin methylesterase inhibitor superfamily protein"
"246003_at","no","AT5G20720","chaperonin 20"
"246004_at","no","AT5G20630","germin 3"
"246005_at","no","AT5G08415","Radical SAM superfamily protein"
"246006_at","no","AT5G08290","mRNA splicing factor, thioredoxin-like U5 snRNP"
"246007_at","no","AT5G08410","ferredoxin/thioredoxin reductase subunit A (variable subunit) 2"
"246008_at","no","AT5G08320","CONTAINS InterPro DOMAIN/s: E2F-associated phosphoprotein, C-terminal (InterPro:IPR019370); Has 149 Blast hits to 149 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 79; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 35 (source: NCBI BLink)."
"246009_at","no","AT5G08335","Isoprenylcysteine carboxyl methyltransferase (ICMT) family "
"246010_at","no","AT5G08440","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23490.1); Has 141 Blast hits to 139 proteins in 35 species: Archae - 0; Bacteria - 9; Metazoa - 21; Fungi - 6; Plants - 94; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink)."
"246011_at","no","AT5G08330","TCP family transcription factor "
"246012_at","no","AT5G10650","RING/U-box superfamily protein"
"246013_at","no","AT5G10660","calmodulin-binding protein-related"
"246014_at","no","AT5G10680","calmodulin-binding protein-related"
"246015_at","no","AT5G10700","Peptidyl-tRNA hydrolase II (PTH2) family protein"
"246016_at","no","AT5G10720","histidine kinase 5"
"246017_at","no","AT5G10730","NAD(P)-binding Rossmann-fold superfamily protein"
"246018_at","no","AT5G10695","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G57123.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"246019_at","no","AT5G10690","pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein"
"246020_at","no","AT5G10710","INVOLVED IN: chromosome segregation, cell division; LOCATED IN: chromosome, centromeric region, nucleus; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Centromere protein Cenp-O (InterPro:IPR018464); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"246021_at","no","AT5G21100","Plant L-ascorbate oxidase"
"246022_at","no","AT5G21110","unknown protein; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"246023_at","no","AT5G21120","ETHYLENE-INSENSITIVE3-like 2"
"246024_at","no","AT5G21130","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family"
"246025_at","no","AT5G21150","Argonaute family protein"
"246026_at","no","AT5G21070","unknown protein; Has 115 Blast hits to 115 proteins in 34 species: Archae - 1; Bacteria - 36; Metazoa - 0; Fungi - 0; Plants - 60; Viruses - 0; Other Eukaryotes - 18 (source: NCBI BLink)."
"246027_at","no","AT5G21060","Glyceraldehyde-3-phosphate dehydrogenase-like family protein"
"246028_at","no","AT5G21170","5'-AMP-activated protein kinase beta-2 subunit protein"
"246029_at","no","AT5G21090","Leucine-rich repeat (LRR) family protein"
"246030_at","no","AT5G21105","Plant L-ascorbate oxidase"
"246031_at","no","AT5G21160","LA RNA-binding protein"
"246033_at","no","AT5G08280","hydroxymethylbilane synthase"
"246034_at","no","AT5G08350","GRAM domain-containing protein / ABA-responsive protein-related"
"246035_at","no","AT5G08300","Succinyl-CoA ligase, alpha subunit"
"246036_at","no","AT5G08370","alpha-galactosidase 2"
"246037_at","no","AT5G19420","Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain"
"246038_s_at","no","AT5G19460;AT5G19470","[AT5G19460, nudix hydrolase homolog 20];[AT5G19470, nudix hydrolase homolog 24]"
"246039_at","no","AT5G19480","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G12230.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."
"246040_at","no","AT5G19370","rhodanese-like domain-containing protein / PPIC-type PPIASE domain-containing protein"
"246041_at","no","AT5G19290","alpha/beta-Hydrolases superfamily protein"
"246042_at","no","AT5G19440","NAD(P)-binding Rossmann-fold superfamily protein"
"246043_at","no","AT5G19380","CRT (chloroquine-resistance transporter)-like transporter 1"
"246044_at","no","AT5G19450","calcium-dependent protein kinase 19"
"246045_at","no","AT5G19430","RING/U-box superfamily protein"
"246046_at","no","AT5G28860","transposable element gene"
"246047_at","no","AT5G28870","transposable element gene"
"246048_at","no","AT5G28880","transposable element gene"
"246049_at","no","AT5G28890","transposable element gene"
"246050_s_at","no","AT5G28850;AT5G28900","[AT5G28850, Calcium-binding EF-hand family protein];[AT5G28900, Calcium-binding EF-hand family protein]"
"246051_at","no","AT5G28840","GDP-D-mannose 3',5'-epimerase"
"246052_at","no","AT5G08305","Pentatricopeptide repeat (PPR) superfamily protein"
"246053_at","no","AT5G08340","Nucleotidylyl transferase superfamily protein"
"246054_at","no","AT5G08360","Protein of unknown function (DUF789)"
"246055_at","no","AT5G08380","alpha-galactosidase 1"
"246056_at","no","AT5G08390","Transducin/WD40 repeat-like superfamily protein"
"246057_at","no","AT5G08400","Protein of unknown function (DUF3531)"
"246058_at","no","AT5G08430","SWIB/MDM2 domain;Plus-3;GYF"
"246059_at","no","AT5G08450","CONTAINS InterPro DOMAIN/s: Histone deacetylation protein Rxt3 (InterPro:IPR013951); Has 34444 Blast hits to 20801 proteins in 1175 species: Archae - 64; Bacteria - 2390; Metazoa - 15568; Fungi - 3729; Plants - 1886; Viruses - 208; Other Eukaryotes - 10599 (source: NCBI BLink)."
"246060_at","no","AT5G08420","RNA-binding KH domain-containing protein"
"246061_at","no","AT5G19320","RAN GTPase activating protein 2"
"246062_at","no","AT5G19330","ARM repeat protein interacting with  ABF2"
"246063_at","no","AT5G19340","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G05980.1); Has 1000 Blast hits to 906 proteins in 61 species: Archae - 0; Bacteria - 4; Metazoa - 62; Fungi - 36; Plants - 128; Viruses - 4; Other Eukaryotes - 766 (source: NCBI BLink)."
"246064_at","no","AT5G19350","RNA-binding (RRM/RBD/RNP motifs) family protein"
"246065_at","no","AT5G19360","calcium-dependent protein kinase 34"
"246066_at","no","AT5G19400","Telomerase activating protein Est1"
"246067_at","no","AT5G19410","ABC-2 type transporter family protein"
"246068_at","no","AT5G20290","Ribosomal protein S8e family protein"
"246069_at","no","AT5G20220","zinc knuckle (CCHC-type) family protein"
"246070_at","no","AT5G20160","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein"
"246071_at","no","AT5G20150","SPX  domain gene 1"
"246072_at","no","AT5G20240","K-box region and MADS-box transcription factor family protein "
"246073_at","no","AT5G20180","Ribosomal protein L36"
"246074_at","no","AT5G20130","unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"246075_at","no","AT5G20410","monogalactosyldiacylglycerol synthase 2"
"246076_at","no","AT5G20280","sucrose phosphate synthase 1F"
"246077_at","no","AT5G20420","chromatin remodeling 42"
"246078_s_at","no","AT5G20430;AT5G20440","[AT5G20430, Mob1/phocein family protein];[AT5G20440, Mob1/phocein family protein]"
"246079_at","no","AT5G20450","CONTAINS InterPro DOMAIN/s: Dilute (InterPro:IPR002710); BEST Arabidopsis thaliana protein match is: Myosin family protein with Dil domain (TAIR:AT5G20490.2); Has 1723 Blast hits to 1458 proteins in 355 species: Archae - 28; Bacteria - 353; Metazoa - 453; Fungi - 121; Plants - 353; Viruses - 3; Other Eukaryotes - 412 (source: NCBI BLink)."
"246080_at","no","AT5G20460","unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink)."
"246081_s_at","no","AT5G20470;AT5G20490","[AT5G20470, myosin, putative];[AT5G20490, Myosin family protein with Dil domain]"
"246082_at","no","AT5G20480","EF-TU receptor"
"246085_at","no","AT5G20540","BREVIS RADIX-like 4"
"246086_at","no","AT5G20560","Glycosyl hydrolase superfamily protein"
"246087_at","no","AT5G20580","BEST Arabidopsis thaliana protein match is: FRIGIDA interacting protein 1 (TAIR:AT2G06005.1); Has 167 Blast hits to 167 proteins in 73 species: Archae - 0; Bacteria - 25; Metazoa - 58; Fungi - 25; Plants - 43; Viruses - 0; Other Eukaryotes - 16 (source: NCBI BLink)."
"246088_at","no","AT5G20600","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: rRNA processing; LOCATED IN: preribosome, small subunit precursor; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Nucleolar, Nop52 (InterPro:IPR010301); Has 543 Blast hits to 530 proteins in 201 species: Archae - 0; Bacteria - 10; Metazoa - 211; Fungi - 164; Plants - 46; Viruses - 0; Other Eukaryotes - 112 (source: NCBI BLink)."
"246089_at","no","AT5G20570","RING-box 1"
"246090_at","no","AT5G20520","alpha/beta-Hydrolases superfamily protein"
"246091_at","no","AT5G20590","TRICHOME BIREFRINGENCE-LIKE 5"
"246092_at","no","AT5G20500","Glutaredoxin family protein"
"246093_at","no","AT5G20550","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"246094_at","no","AT5G19300","CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Protein of unknown function DUF171 (InterPro:IPR003750); Has 3649 Blast hits to 1964 proteins in 291 species: Archae - 113; Bacteria - 121; Metazoa - 1082; Fungi - 399; Plants - 227; Viruses - 4; Other Eukaryotes - 1703 (source: NCBI BLink)."
"246095_at","no","AT5G19310","Homeotic gene regulator"
"246096_at","no","AT5G20330","beta-1,3-glucanase 4"
"246097_at","no","AT5G20270","heptahelical transmembrane protein1"
"246098_at","no","AT5G20400","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"246099_at","no","AT5G20230","blue-copper-binding protein"
"246102_at","no","AT5G32590","myosin heavy chain-related"
"246103_at","no","AT5G28640","SSXT family protein"
"246104_at","no","AT5G28650","WRKY DNA-binding protein 74"
"246105_at","no","AT5G28670","transposable element gene"
"246106_at","no","AT5G28680","Malectin/receptor-like protein kinase family protein"
"246107_at","no","AT5G28700","transposable element gene"
"246108_at","no","AT5G28630","glycine-rich protein"
"246109_at","no","AT5G20120","unknown protein; Has 54 Blast hits to 54 proteins in 26 species: Archae - 0; Bacteria - 0; Metazoa - 18; Fungi - 0; Plants - 18; Viruses - 0; Other Eukaryotes - 18 (source: NCBI BLink)."
"246110_at","no","AT5G20140","SOUL heme-binding family protein"
"246111_at","no","AT5G20170","RNA polymerase II transcription mediators"
"246112_at","no","AT5G20200","nucleoporin-related"
"246114_at","no","AT5G20250","Raffinose synthase family protein"
"246115_at","no","AT5G20300","Avirulence induced gene (AIG1) family protein"
"246116_at","no","AT5G20310","Adenine nucleotide alpha hydrolases-like superfamily protein"
"246117_at","no","AT5G20320","dicer-like 4"
"246118_at","no","AT5G20340","beta-1,3-glucanase 5"
"246119_at","no","AT5G20350","Ankyrin repeat family protein with DHHC zinc finger domain"
"246120_at","no","AT5G20360","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein"
"246121_at","no","AT5G20370","serine-rich protein-related"
"246122_at","no","AT5G20380","phosphate transporter 4;5"
"246123_at","no","AT5G20390","Glycosyl hydrolase superfamily protein"
"246124_at","no","AT5G20060","alpha/beta-Hydrolases superfamily protein"
"246125_at","no","AT5G19875","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G31940.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
"246126_at","no","AT5G20070","nudix hydrolase homolog 19"
"246128_at","no","AT5G32540","transposable element gene"
"246130_at","no","AT5G32540","transposable element gene"
"246131_at","no","AT5G20990","molybdopterin biosynthesis CNX1 protein / molybdenum cofactor biosynthesis enzyme CNX1 (CNX1)"
"246132_at","no","AT5G20850","RAS associated with diabetes protein 51"
"246133_at","no","AT5G20960","aldehyde oxidase 1"
"246134_at","no","AT5G20930","Protein kinase superfamily protein"
"246135_at","no","AT5G20885","RING/U-box superfamily protein"
"246136_at","no","AT5G28470","Major facilitator superfamily protein"
"246137_at","no","AT5G28490","Protein of unknown function (DUF640)"
"246138_at","no","AT5G19870","Family of unknown function (DUF716) "
"246139_at","no","AT5G19900","PRLI-interacting factor, putative"
"246140_at","no","AT5G19910","SOH1 family protein"
"246141_at","no","AT5G19920","Transducin/WD40 repeat-like superfamily protein"
"246142_at","no","AT5G19970","unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."
"246143_at","no","AT5G19980","golgi nucleotide sugar transporter 4"
"246144_at","no","AT5G20110","Dynein light chain type 1 family protein"
"246145_at","no","AT5G19880","Peroxidase superfamily protein"
"246146_at","no","AT5G20050","Protein kinase superfamily protein"
